Transaction ID; Purchase Amount (USD) ;Payment Method;Review Rating
666; $22.00 ;Bank Transfer;3.3
1987; $32.00 ;Cash;3.3
3739; $38.00 ;PayPal;4.2
3543; $66.00 ;PayPal;3.6
3846; $20.00 ;Credit Card;4.6
741; $44.00 ;Venmo;3.6
1576; $31.00 ;Credit Card;4
767; $45.00 ;Debit Card;2.7
3573; $71.00 ;Credit Card;4.4
547; $96.00 ;Bank Transfer;3.2
1065; $32.00 ;Cash;2.6
2747; $90.00 ;Credit Card;3.4
2263; $68.00 ;Credit Card;5
651; $45.00 ;Cash;2.9
921; $67.00 ;Cash;5
728; $57.00 ;Debit Card;4.4
1245; $60.00 ;Cash;3.5
182; $32.00 ;Bank Transfer;3.8
3509; $29.00 ;Venmo;3.8
3836; $20.00 ;Debit Card;3.9
2261; $98.00 ;Debit Card;3.3
36; $27.00 ;Venmo;2.9
1520; $67.00 ;Debit Card;3.7
2333; $82.00 ;Bank Transfer;3.7
1445; $72.00 ;Cash;4.6
1457; $77.00 ;Bank Transfer;4.9
1768; $74.00 ;Venmo;3.1
2971; $39.00 ;Cash;3.5
1591; $80.00 ;Venmo;4.9
266; $59.00 ;Cash;4.4
442; $68.00 ;Cash;4.4
2269; $77.00 ;Credit Card;3.4
2250; $50.00 ;Credit Card;3
3104; $45.00 ;Credit Card;2.6
1172; $71.00 ;PayPal;3.2
1787; $52.00 ;Credit Card;4.6
416; $50.00 ;Cash;3.8
139; $66.00 ;Bank Transfer;4.8
1996; $81.00 ;Venmo;4.5
333; $28.00 ;Debit Card;4.2
2916; $65.00 ;Venmo;2.7
812; $80.00 ;Cash;4.5
3774; $94.00 ;PayPal;4.9
1126; $30.00 ;Cash;2.8
1672; $45.00 ;Debit Card;3.5
758; $91.00 ;PayPal;2.5
2643; $36.00 ;Venmo;2.9
2921; $73.00 ;PayPal;4.2
2104; $60.00 ;Venmo;4.6
3092; $77.00 ;Bank Transfer;3
3818; $86.00 ;PayPal;4.4
1043; $42.00 ;PayPal;2.6
1970; $70.00 ;PayPal;4.8
1628; $44.00 ;PayPal;2.9
311; $91.00 ;Venmo;3
3246; $30.00 ;Cash;4.5
1195; $23.00 ;Venmo;3.7
3678; $21.00 ;Credit Card;4.8
559; $34.00 ;Venmo;4.8
3766; $46.00 ;Debit Card;4.7
874; $41.00 ;Venmo;2.6
287; $33.00 ;Bank Transfer;4.6
1329; $48.00 ;Venmo;3.4
2807; $66.00 ;PayPal;3
3178; $54.00 ;Credit Card;4
1303; $55.00 ;Cash;2.6
1550; $84.00 ;Credit Card;3.4
2398; $66.00 ;Cash;4.5
3313; $65.00 ;PayPal;2.7
635; $83.00 ;Bank Transfer;2.9
3129; $61.00 ;PayPal;4
1432; $65.00 ;PayPal;3.2
1830; $55.00 ;Credit Card;4
2338; $79.00 ;Bank Transfer;3.4
1849; $96.00 ;Bank Transfer;4.9
1614; $43.00 ;Debit Card;3.6
2361; $40.00 ;PayPal;3.6
2752; $62.00 ;Cash;3.2
29; $72.00 ;Venmo;3.7
3358; $87.00 ;Cash;2.6
1801; $31.00 ;Cash;3.9
3342; $34.00 ;Credit Card;3.4
3636; $53.00 ;Bank Transfer;3.4
2884; $85.00 ;Venmo;4.2
2193; $50.00 ;Credit Card;2.9
2047; $91.00 ;Cash;4.1
264; $56.00 ;Debit Card;3.6
1399; $60.00 ;Credit Card;4
38; $34.00 ;PayPal;4
2258; $30.00 ;Venmo;3.6
2415; $71.00 ;PayPal;3.1
1920; $100.00 ;Bank Transfer;4.4
1471; $85.00 ;Debit Card;4.3
474; $83.00 ;Credit Card;3.5
939; $31.00 ;Credit Card;3
3152; $82.00 ;Bank Transfer;4.7
604; $79.00 ;Bank Transfer;2.5
398; $62.00 ;Credit Card;3.1
2757; $92.00 ;PayPal;3.3
3131; $58.00 ;Bank Transfer;4.7
470; $88.00 ;Venmo;3.4
1095; $44.00 ;Cash;3.1
1759; $56.00 ;Cash;4.6
1722; $23.00 ;Debit Card;4.9
2507; $45.00 ;Credit Card;2.7
1506; $31.00 ;Bank Transfer;4.2
2553; $96.00 ;Cash;2.6
820; $96.00 ;Venmo;3.2
2369; $80.00 ;Debit Card;4.4
1924; $28.00 ;Credit Card;3.6
3876; $51.00 ;Venmo;2.7
716; $41.00 ;Bank Transfer;4.3
2741; $99.00 ;Debit Card;2.6
1632; $53.00 ;Credit Card;4.3
3139; $25.00 ;PayPal;3.9
235; $95.00 ;Debit Card;2.9
2441; $88.00 ;Debit Card;3.1
1828; $97.00 ;Cash;4.2
1625; $81.00 ;Debit Card;4.1
3249; $26.00 ;Bank Transfer;4.2
289; $41.00 ;PayPal;4.4
2859; $93.00 ;Bank Transfer;3.4
177; $69.00 ;Credit Card;4.8
2124; $44.00 ;Debit Card;4.5
967; $54.00 ;Cash;2.7
948; $61.00 ;Credit Card;3.5
2237; $80.00 ;PayPal;3.1
3525; $30.00 ;Venmo;2.8
2699; $94.00 ;Venmo;2.9
1392; $24.00 ;PayPal;4.5
62; $21.00 ;PayPal;3.5
2676; $52.00 ;Cash;4.3
2810; $59.00 ;Cash;4.9
67; $51.00 ;Venmo;3.1
3552; $35.00 ;PayPal;4
2577; $87.00 ;Cash;3.6
1535; $42.00 ;Credit Card;4
1281; $86.00 ;Bank Transfer;2.6
3228; $26.00 ;Cash;3.1
839; $60.00 ;Bank Transfer;3.5
403; $83.00 ;Venmo;3.9
1763; $63.00 ;Debit Card;2.7
2924; $25.00 ;Debit Card;4.1
1537; $65.00 ;Debit Card;4.3
1226; $60.00 ;PayPal;2.9
421; $75.00 ;Venmo;4
1713; $57.00 ;Bank Transfer;4.1
3618; $99.00 ;Venmo;3.7
2966; $45.00 ;Cash;2.8
654; $66.00 ;Cash;3.2
3295; $53.00 ;Cash;4.5
2161; $94.00 ;Debit Card;3.8
165; $47.00 ;Venmo;3.6
201; $80.00 ;PayPal;3.6
1485; $65.00 ;Cash;3.2
3893; $75.00 ;Debit Card;3.8
1124; $45.00 ;Venmo;4.4
2287; $51.00 ;Credit Card;3.7
471; $58.00 ;Credit Card;2.6
1891; $20.00 ;Cash;4
2793; $82.00 ;Debit Card;3.6
2024; $92.00 ;Bank Transfer;2.5
1425; $81.00 ;Credit Card;3.2
2196; $44.00 ;Venmo;2.5
2342; $72.00 ;Credit Card;3.2
2894; $26.00 ;PayPal;2.6
2079; $26.00 ;Venmo;4.8
1364; $84.00 ;PayPal;5
2972; $72.00 ;Bank Transfer;3.2
3301; $55.00 ;Credit Card;3.6
1324; $77.00 ;Venmo;2.7
310; $57.00 ;Debit Card;3.1
1984; $71.00 ;Cash;3
3649; $39.00 ;PayPal;2.9
3177; $28.00 ;Venmo;4.7
3886; $33.00 ;Bank Transfer;3.7
3322; $79.00 ;Debit Card;3.9
76; $30.00 ;Venmo;4
3140; $75.00 ;PayPal;2.8
2701; $89.00 ;Credit Card;4.1
916; $95.00 ;Credit Card;4.2
3732; $44.00 ;Venmo;4.3
461; $86.00 ;Debit Card;4.3
116; $91.00 ;Debit Card;2.6
1774; $41.00 ;Credit Card;3.8
3409; $99.00 ;PayPal;2.9
3533; $65.00 ;Credit Card;5
1359; $48.00 ;PayPal;4.6
3456; $41.00 ;Cash;3.2
2215; $42.00 ;Bank Transfer;3
193; $26.00 ;Credit Card;4
1676; $35.00 ;Bank Transfer;4.1
3005; $31.00 ;Bank Transfer;4
2854; $73.00 ;Cash;4.1
1286; $82.00 ;Venmo;3.4
2593; $32.00 ;Credit Card;2.9
3684; $27.00 ;PayPal;3
2630; $86.00 ;Venmo;4
167; $38.00 ;PayPal;4.8
908; $93.00 ;Cash;4.6
3469; $59.00 ;Debit Card;4.1
347; $58.00 ;Credit Card;2.6
1679; $84.00 ;Venmo;2.5
3221; $100.00 ;Debit Card;4.8
1546; $25.00 ;Bank Transfer;4.2
46; $29.00 ;PayPal;3.9
2504; $42.00 ;Debit Card;3.7
2970; $57.00 ;Cash;4.2
2746; $84.00 ;Cash;4.2
2318; $71.00 ;Venmo;4
434; $87.00 ;Credit Card;5
341; $52.00 ;Venmo;4.9
175; $58.00 ;Credit Card;4
1268; $34.00 ;Credit Card;3.2
849; $60.00 ;Bank Transfer;3
135; $68.00 ;Venmo;2.6
3735; $74.00 ;Credit Card;4.4
3182; $83.00 ;Credit Card;3.9
2023; $79.00 ;Credit Card;4
1443; $76.00 ;Bank Transfer;4
2325; $20.00 ;Venmo;4.2
2051; $61.00 ;Debit Card;4.4
951; $78.00 ;PayPal;2.5
3596; $21.00 ;Debit Card;3.1
2424; $77.00 ;PayPal;3.5
2144; $88.00 ;Credit Card;3
119; $64.00 ;Credit Card;4.4
2064; $57.00 ;Venmo;4.9
1381; $49.00 ;PayPal;2.8
2709; $35.00 ;Venmo;3.3
1726; $99.00 ;Bank Transfer;4.9
1751; $42.00 ;Cash;4.2
2974; $32.00 ;Venmo;3.3
3607; $21.00 ;Cash;2.7
2102; $29.00 ;PayPal;3.3
3193; $64.00 ;Bank Transfer;3.8
2785; $46.00 ;Bank Transfer;3.2
3083; $97.00 ;Credit Card;4.1
1119; $94.00 ;Cash;4.3
2145; $43.00 ;PayPal;4
3061; $54.00 ;Cash;3.9
2163; $51.00 ;Venmo;3.3
384; $85.00 ;Bank Transfer;2.6
2900; $96.00 ;Venmo;4.2
297; $42.00 ;Venmo;3.4
2843; $63.00 ;Cash;4.1
978; $20.00 ;Credit Card;3.9
1448; $25.00 ;PayPal;2.8
3234; $95.00 ;Credit Card;2.6
1699; $38.00 ;Bank Transfer;4
2882; $29.00 ;Debit Card;4.9
2501; $64.00 ;Venmo;3.2
3363; $92.00 ;Bank Transfer;3.9
2195; $34.00 ;PayPal;2.7
2071; $69.00 ;Bank Transfer;3.4
2684; $65.00 ;Debit Card;3.5
3779; $81.00 ;Credit Card;2.6
2856; $30.00 ;Cash;4.7
2474; $86.00 ;Bank Transfer;3.5
1976; $64.00 ;Bank Transfer;3.3
1310; $78.00 ;Cash;3.9
3839; $28.00 ;Cash;4.2
2841; $49.00 ;PayPal;4.5
1132; $33.00 ;Credit Card;2.9
1071; $77.00 ;PayPal;3.8
3402; $81.00 ;Bank Transfer;3.1
